# Title: June - August 2000 Contiguous U.S. County Maximum Temperature
# Units: Degrees Fahrenheit
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
GA-241,Rabun County,Georgia,83.7,83,0.5,83.2
GA-243,Randolph County,Georgia,92.4,115,1.8,90.6
GA-245,Richmond County,Georgia,91.6,102,1.3,90.3
GA-247,Rockdale County,Georgia,91,116,2.1,88.9
GA-249,Schley County,Georgia,93,122,2.4,90.6
GA-251,Screven County,Georgia,91.9,108,1.5,90.4
GA-253,Seminole County,Georgia,94.2,127,2.7,91.5
GA-255,Spalding County,Georgia,91.2,117,2,89.2
GA-257,Stephens County,Georgia,88.6,90,1,87.7
GA-259,Stewart County,Georgia,92.9,118,2.2,90.7
GA-261,Sumter County,Georgia,93.2,121,2.3,90.9
GA-263,Talbot County,Georgia,92.5,123,2.7,89.8
GA-265,Taliaferro County,Georgia,91.3,106,1.5,89.8
GA-267,Tattnall County,Georgia,93.1,101,1.4,91.7
GA-269,Taylor County,Georgia,93.1,124,2.7,90.4
GA-271,Telfair County,Georgia,92.5,108,1.4,91
GA-273,Terrell County,Georgia,93,119,2.1,90.9
GA-275,Thomas County,Georgia,92.3,114,1.6,90.7
GA-277,Tift County,Georgia,92.6,125,2.2,90.4
GA-279,Toombs County,Georgia,92.9,102,1.2,91.7
GA-281,Towns County,Georgia,82.4,61,-0,82.5
GA-283,Treutlen County,Georgia,92.8,110,1.5,91.3
GA-285,Troup County,Georgia,91.2,114,1.7,89.5
GA-287,Turner County,Georgia,92.9,128,2.7,90.2
GA-289,Twiggs County,Georgia,92.7,110,1.8,90.9
GA-291,Union County,Georgia,82.4,47,-0.5,82.9
GA-293,Upson County,Georgia,92.6,125,2.9,89.7
GA-295,Walker County,Georgia,87.7,61,-0.3,87.9
GA-297,Walton County,Georgia,90.4,110,1.7,88.7
GA-299,Ware County,Georgia,92.8,105,1.2,91.5
GA-301,Warren County,Georgia,91.4,113,1.6,89.8
GA-303,Washington County,Georgia,92.9,117,2.1,90.8
GA-305,Wayne County,Georgia,92.4,98,1.1,91.2
GA-307,Webster County,Georgia,93,118,2.3,90.7
GA-309,Wheeler County,Georgia,92.7,104,1.2,91.4
GA-311,White County,Georgia,85.1,69,0.1,85
GA-313,Whitfield County,Georgia,88.6,62,-0.1,88.7
GA-315,Wilcox County,Georgia,92.9,118,2.4,90.5
GA-317,Wilkes County,Georgia,91,106,1.4,89.6
GA-319,Wilkinson County,Georgia,92.9,111,1.7,91.1
GA-321,Worth County,Georgia,92.8,122,2.2,90.5
ID-001,Ada County,Idaho,89.1,109,2.3,86.8
ID-003,Adams County,Idaho,79.6,116,2.8,76.8
ID-005,Bannock County,Idaho,83.6,123,4.1,79.4
ID-007,Bear Lake County,Idaho,79.3,124,4.7,74.7
ID-009,Benewah County,Idaho,76.4,46,-0.5,76.9
ID-011,Bingham County,Idaho,83.7,117,3.6,80
ID-013,Blaine County,Idaho,80.7,124,4.3,76.4
ID-015,Boise County,Idaho,80.1,118,3.1,76.9
ID-017,Bonner County,Idaho,74.6,70,0.6,74.1
ID-019,Bonneville County,Idaho,79.8,119,4,75.8
ID-021,Boundary County,Idaho,70.6,70,0.6,70
ID-023,Butte County,Idaho,81.6,123,4.2,77.4
ID-025,Camas County,Idaho,78.1,124,4.5,73.7
ID-027,Canyon County,Idaho,89.8,106,2.1,87.7
ID-029,Caribou County,Idaho,80.1,126,4.6,75.5
ID-031,Cassia County,Idaho,83.7,122,3.8,79.9
ID-033,Clark County,Idaho,78.3,116,3.7,74.6
ID-035,Clearwater County,Idaho,75.5,73,0.3,75.2
ID-037,Custer County,Idaho,75.6,126,4.6,71
ID-039,Elmore County,Idaho,84.8,121,3.7,81.1
ID-041,Franklin County,Idaho,82.9,123,4.5,78.3
ID-043,Fremont County,Idaho,77.2,108,2.7,74.5
ID-045,Gem County,Idaho,86.4,108,2.1,84.3
ID-047,Gooding County,Idaho,87.5,116,3.6,83.9
ID-049,Idaho County,Idaho,75.7,106,2.2,73.6
ID-051,Jefferson County,Idaho,84.5,114,3.4,81.1
ID-053,Jerome County,Idaho,87.1,116,3.6,83.5
ID-055,Kootenai County,Idaho,76.2,63,0.1,76.1
ID-057,Latah County,Idaho,77.8,55,-0.2,78
ID-059,Lemhi County,Idaho,75.8,121,3.9,71.8
ID-061,Lewis County,Idaho,77.4,76,0.6,76.8
ID-063,Lincoln County,Idaho,86,115,3.9,82
ID-065,Madison County,Idaho,80.3,108,2.9,77.4
ID-067,Minidoka County,Idaho,86.4,115,3.7,82.7
ID-069,Nez Perce County,Idaho,81.5,70,0.5,81.1
ID-071,Oneida County,Idaho,84.8,121,3.9,80.9
ID-073,Owyhee County,Idaho,85.5,118,3.1,82.3
ID-075,Payette County,Idaho,89.4,110,2.2,87.2
ID-077,Power County,Idaho,84.8,121,3.6,81.2
ID-079,Shoshone County,Idaho,73,69,0.2,72.8
ID-081,Teton County,Idaho,77,117,3.6,73.4
ID-083,Twin Falls County,Idaho,85.4,119,3.5,81.9
ID-085,Valley County,Idaho,76.1,117,3.3,72.9
ID-087,Washington County,Idaho,84.9,113,2.6,82.3
IL-001,Adams County,Illinois,83,15,-2.9,85.9
IL-003,Alexander County,Illinois,87.4,51,-0.6,88
IL-005,Bond County,Illinois,83.9,18,-2.3,86.2
IL-007,Boone County,Illinois,79.4,20,-2.1,81.6
IL-009,Brown County,Illinois,82.9,14,-2.8,85.7
IL-011,Bureau County,Illinois,81.2,18,-2.3,83.5
IL-013,Calhoun County,Illinois,84.5,20,-2.2,86.7
IL-015,Carroll County,Illinois,80.4,32,-1.5,81.9
IL-017,Cass County,Illinois,83.4,19,-2.3,85.8
IL-019,Champaign County,Illinois,82.7,28,-1.7,84.5
IL-021,Christian County,Illinois,82.9,18,-2.4,85.3
IL-023,Clark County,Illinois,83.1,19,-2.4,85.5
IL-025,Clay County,Illinois,83.7,17,-2.8,86.5
IL-027,Clinton County,Illinois,84.4,16,-2.6,87
IL-029,Coles County,Illinois,82.6,18,-2.5,85.1
IL-031,Cook County,Illinois,79.7,24,-1.8,81.6
IL-033,Crawford County,Illinois,83.9,22,-2.3,86.2
IL-035,Cumberland County,Illinois,83,18,-2.5,85.5
IL-037,DeKalb County,Illinois,79.4,13,-2.7,82.1
IL-039,De Witt County,Illinois,82.7,30,-1.5,84.2
IL-041,Douglas County,Illinois,82.8,24,-2.1,84.9
IL-043,DuPage County,Illinois,80.1,27,-1.6,81.7
IL-045,Edgar County,Illinois,82.6,20,-2.3,84.9
IL-047,Edwards County,Illinois,84.7,18,-2.3,87
IL-049,Effingham County,Illinois,83.4,22,-2.3,85.7
IL-051,Fayette County,Illinois,83.6,18,-2.3,85.9
IL-053,Ford County,Illinois,82.1,20,-2.2,84.3
IL-055,Franklin County,Illinois,85.2,19,-2.3,87.6
IL-057,Fulton County,Illinois,82.6,18,-2.4,85.1
IL-059,Gallatin County,Illinois,85.6,24,-2.2,87.7
IL-061,Greene County,Illinois,84,16,-2.6,86.6
IL-063,Grundy County,Illinois,81.3,17,-2.2,83.5
IL-065,Hamilton County,Illinois,85.2,24,-2.1,87.3
IL-067,Hancock County,Illinois,83.1,26,-2.1,85.1
IL-069,Hardin County,Illinois,85.9,32,-1.7,87.6
IL-071,Henderson County,Illinois,82.5,29,-1.8,84.3
IL-073,Henry County,Illinois,81.3,22,-1.9,83.3
IL-075,Iroquois County,Illinois,82.1,20,-2.2,84.3
IL-077,Jackson County,Illinois,85.8,26,-1.9,87.7
IL-079,Jasper County,Illinois,83.7,20,-2.5,86.1
IL-081,Jefferson County,Illinois,84.3,15,-3.1,87.4
IL-083,Jersey County,Illinois,84.6,27,-2,86.6
IL-085,Jo Daviess County,Illinois,79.7,26,-1.6,81.3
IL-087,Johnson County,Illinois,86.2,44,-1.2,87.3
IL-089,Kane County,Illinois,79.8,25,-1.9,81.7
IL-091,Kankakee County,Illinois,81.6,22,-2.2,83.8
IL-093,Kendall County,Illinois,80.7,24,-1.9,82.6
IL-095,Knox County,Illinois,81.7,22,-2.1,83.8
IL-097,Lake County,Illinois,78.5,19,-2.1,80.6
IL-099,LaSalle County,Illinois,81.2,18,-2.2,83.5
IL-101,Lawrence County,Illinois,84.5,20,-2.2,86.7
IL-103,Lee County,Illinois,80,13,-2.8,82.7
IL-105,Livingston County,Illinois,81.8,18,-2.3,84.1
IL-107,Logan County,Illinois,83.3,31,-1.6,84.9
IL-109,McDonough County,Illinois,82.5,20,-2.2,84.7
IL-111,McHenry County,Illinois,79.2,23,-2,81.2
IL-113,McLean County,Illinois,82.1,27,-2,84
IL-115,Macon County,Illinois,82.8,30,-1.9,84.7
IL-117,Macoupin County,Illinois,83.7,22,-2.2,85.9
IL-119,Madison County,Illinois,85,29,-1.7,86.8
IL-121,Marion County,Illinois,83.5,13,-3.1,86.6
IL-123,Marshall County,Illinois,82,25,-2,84
IL-125,Mason County,Illinois,83.4,20,-2.3,85.7
IL-127,Massac County,Illinois,87,45,-1,87.9
IL-129,Menard County,Illinois,83.3,21,-2.3,85.6
IL-131,Mercer County,Illinois,81.6,21,-2.1,83.7
IL-133,Monroe County,Illinois,86,32,-1.5,87.5
IL-135,Montgomery County,Illinois,83.3,20,-2.2,85.4
IL-137,Morgan County,Illinois,83.4,21,-2.1,85.5
IL-139,Moultrie County,Illinois,82.7,20,-2.3,85
IL-141,Ogle County,Illinois,80,19,-2.2,82.2
IL-143,Peoria County,Illinois,82.4,25,-2,84.3
IL-145,Perry County,Illinois,85.2,19,-2.5,87.7
IL-147,Piatt County,Illinois,82.8,28,-1.7,84.5
IL-149,Pike County,Illinois,83.2,12,-2.9,86.1
IL-151,Pope County,Illinois,86.2,43,-1.3,87.5
IL-153,Pulaski County,Illinois,87.2,46,-0.8,88
IL-155,Putnam County,Illinois,82,24,-2.2,84.2
IL-157,Randolph County,Illinois,86.1,36,-1.7,87.8
IL-159,Richland County,Illinois,84.2,19,-2.4,86.6
IL-161,Rock Island County,Illinois,81.5,25,-1.7,83.2
IL-163,St. Clair County,Illinois,85.7,31,-1.6,87.3
IL-165,Saline County,Illinois,85.5,27,-2.1,87.6
IL-167,Sangamon County,Illinois,83.1,15,-2.6,85.6
IL-169,Schuyler County,Illinois,82.8,15,-2.8,85.6
IL-171,Scott County,Illinois,83.7,19,-2.4,86.1
IL-173,Shelby County,Illinois,82.9,21,-2.5,85.3
IL-175,Stark County,Illinois,81.6,22,-2.2,83.8
IL-177,Stephenson County,Illinois,80.1,33,-1.5,81.6
IL-179,Tazewell County,Illinois,82.9,30,-1.6,84.5
IL-181,Union County,Illinois,86.5,49,-0.9,87.4
IL-183,Vermilion County,Illinois,82.5,23,-2.2,84.6
IL-185,Wabash County,Illinois,84.8,19,-2.1,86.9
IL-187,Warren County,Illinois,81.8,26,-1.9,83.7
IL-189,Washington County,Illinois,84.6,18,-2.7,87.3
IL-191,Wayne County,Illinois,84.3,17,-2.7,87
IL-193,White County,Illinois,85.4,22,-2,87.4
IL-195,Whiteside County,Illinois,81,23,-1.8,82.8
IL-197,Will County,Illinois,80.9,21,-2,83
IL-199,Williamson County,Illinois,85.4,30,-2,87.4
IL-201,Winnebago County,Illinois,79.8,19,-2.1,81.9
IL-203,Woodford County,Illinois,82.2,27,-1.8,83.9
IN-001,Adams County,Indiana,80.4,19,-2.2,82.6
IN-003,Allen County,Indiana,80.2,15,-2.4,82.6
IN-005,Bartholomew County,Indiana,82.7,21,-2.3,84.9
IN-007,Benton County,Indiana,81.6,22,-2.3,83.9
IN-009,Blackford County,Indiana,80.5,13,-2.5,83.1
IN-011,Boone County,Indiana,80.4,12,-2.8,83.2
IN-013,Brown County,Indiana,82,19,-2.4,84.4
IN-015,Carroll County,Indiana,81.5,18,-2.4,83.9
IN-017,Cass County,Indiana,80.8,14,-2.7,83.5
IN-019,Clark County,Indiana,84.3,23,-1.9,86.2
IN-021,Clay County,Indiana,82.4,12,-2.6,85
IN-023,Clinton County,Indiana,80.7,12,-2.8,83.5
IN-025,Crawford County,Indiana,84.2,23,-2.1,86.3
IN-027,Daviess County,Indiana,84.1,25,-2.1,86.2
IN-029,Dearborn County,Indiana,82.6,31,-1.6,84.1
IN-031,Decatur County,Indiana,82.4,27,-1.9,84.2
IN-033,DeKalb County,Indiana,79.5,16,-2.4,81.9
IN-035,Delaware County,Indiana,80.8,18,-2.3,83.1
IN-037,Dubois County,Indiana,84.3,26,-2.1,86.4
IN-039,Elkhart County,Indiana,79.4,17,-2.3,81.7
IN-041,Fayette County,Indiana,81.4,21,-2,83.3
IN-043,Floyd County,Indiana,84.1,20,-2.1,86.1
IN-045,Fountain County,Indiana,82.2,17,-2.4,84.5
IN-047,Franklin County,Indiana,82.2,29,-1.6,83.7
IN-049,Fulton County,Indiana,79.9,10,-2.8,82.8
IN-051,Gibson County,Indiana,84.6,18,-2.3,86.9
IN-053,Grant County,Indiana,80.5,9,-2.9,83.4
IN-055,Greene County,Indiana,83.3,28,-1.9,85.1
IN-057,Hamilton County,Indiana,81.1,16,-2.6,83.6
IN-059,Hancock County,Indiana,81.2,15,-2.5,83.7
IN-061,Harrison County,Indiana,84.3,22,-2,86.3
IN-063,Hendricks County,Indiana,80.7,14,-2.9,83.6
IN-065,Henry County,Indiana,80.1,11,-2.8,82.9
IN-067,Howard County,Indiana,80.7,11,-2.8,83.5
IN-069,Huntington County,Indiana,80.5,13,-2.9,83.4
IN-071,Jackson County,Indiana,83,21,-2.3,85.2
IN-073,Jasper County,Indiana,81.5,25,-2,83.6
IN-075,Jay County,Indiana,80.5,16,-2.1,82.6
IN-077,Jefferson County,Indiana,83.5,25,-1.8,85.3
IN-079,Jennings County,Indiana,83.1,23,-2.1,85.1
IN-081,Johnson County,Indiana,81.8,18,-2.3,84.1
IN-083,Knox County,Indiana,84.3,21,-2.2,86.5
IN-085,Kosciusko County,Indiana,79.5,13,-2.8,82.3
IN-087,LaGrange County,Indiana,79.3,18,-2.3,81.6
IN-089,Lake County,Indiana,80.5,21,-2.1,82.5
IN-091,LaPorte County,Indiana,79.6,17,-2.3,81.9
IN-093,Lawrence County,Indiana,82.9,21,-2.3,85.2
IN-095,Madison County,Indiana,80.9,12,-2.6,83.6
IN-097,Marion County,Indiana,81.5,17,-2.4,83.9
IN-099,Marshall County,Indiana,79.5,14,-2.5,82.1
IN-101,Martin County,Indiana,83.7,25,-2.1,85.8
IN-103,Miami County,Indiana,80.6,10,-2.8,83.4
IN-105,Monroe County,Indiana,82.2,21,-2.3,84.5
IN-107,Montgomery County,Indiana,80.9,13,-2.9,83.9
IN-109,Morgan County,Indiana,81.7,19,-2.7,84.4
IN-111,Newton County,Indiana,81.8,28,-2,83.8
IN-113,Noble County,Indiana,79.3,16,-2.4,81.8
IN-115,Ohio County,Indiana,83,28,-1.6,84.6
IN-117,Orange County,Indiana,83.6,23,-2,85.7
IN-119,Owen County,Indiana,82.5,20,-2.3,84.7
IN-121,Parke County,Indiana,82.1,13,-2.7,84.9
IN-123,Perry County,Indiana,84.8,23,-2.1,86.9
IN-125,Pike County,Indiana,84.3,21,-2.3,86.6
IN-127,Porter County,Indiana,80,20,-2,82.1
IN-129,Posey County,Indiana,85.2,18,-2.3,87.5
IN-131,Pulaski County,Indiana,80.9,18,-2.3,83.2
IN-133,Putnam County,Indiana,80.7,7,-3.6,84.3
IN-135,Randolph County,Indiana,80.1,18,-2.1,82.3
IN-137,Ripley County,Indiana,82.3,28,-1.8,84.1
IN-139,Rush County,Indiana,81.5,17,-2.1,83.6
IN-141,St. Joseph County,Indiana,79.3,15,-2.4,81.7
IN-143,Scott County,Indiana,83.8,22,-1.9,85.7
IN-145,Shelby County,Indiana,82.3,18,-2.1,84.4
IN-147,Spencer County,Indiana,85.1,23,-2.1,87.2
IN-149,Starke County,Indiana,80.3,18,-2.4,82.6
IN-151,Steuben County,Indiana,78.6,16,-2.5,81.1
IN-153,Sullivan County,Indiana,83.6,24,-2,85.6
IN-155,Switzerland County,Indiana,83.2,27,-1.6,84.8
IN-157,Tippecanoe County,Indiana,81.6,17,-2.5,84.1
IN-159,Tipton County,Indiana,80.7,12,-2.8,83.4
IN-161,Union County,Indiana,81.3,20,-2,83.3
IN-163,Vanderburgh County,Indiana,85.1,17,-2.3,87.3
IN-165,Vermillion County,Indiana,82.6,15,-2.5,85.1
IN-167,Vigo County,Indiana,83.2,19,-2.2,85.4
IN-169,Wabash County,Indiana,80.8,14,-2.7,83.5
IN-171,Warren County,Indiana,82.1,23,-2.2,84.3
IN-173,Warrick County,Indiana,84.9,20,-2.2,87.1
IN-175,Washington County,Indiana,83.2,20,-1.9,85.1
IN-177,Wayne County,Indiana,80.5,14,-2.3,82.7
IN-179,Wells County,Indiana,80.3,12,-2.7,83
IN-181,White County,Indiana,81.6,19,-2.2,83.8
IN-183,Whitley County,Indiana,79.8,14,-2.7,82.5
IA-001,Adair County,Iowa,82.5,37,-1.5,84
IA-003,Adams County,Iowa,82.8,35,-1.5,84.4
IA-005,Allamakee County,Iowa,78.6,21,-2.1,80.8
IA-007,Appanoose County,Iowa,82.3,24,-2.3,84.6
IA-009,Audubon County,Iowa,82,37,-1.4,83.4
IA-011,Benton County,Iowa,80,20,-2.6,82.6
IA-013,Black Hawk County,Iowa,80.3,29,-1.8,82
IA-015,Boone County,Iowa,81.6,31,-1.8,83.4
IA-017,Bremer County,Iowa,79.4,22,-2.2,81.6
IA-019,Buchanan County,Iowa,79.6,26,-1.8,81.4
IA-021,Buena Vista County,Iowa,80.9,33,-1.4,82.3
IA-023,Butler County,Iowa,79.9,23,-2.1,82
IA-025,Calhoun County,Iowa,81.8,33,-1.4,83.2
IA-027,Carroll County,Iowa,82.2,42,-1,83.2
IA-029,Cass County,Iowa,82.7,34,-1.7,84.4
IA-031,Cedar County,Iowa,80.2,17,-2.7,82.9
IA-033,Cerro Gordo County,Iowa,79,20,-2.2,81.2
IA-035,Cherokee County,Iowa,81.6,44,-0.8,82.4
IA-037,Chickasaw County,Iowa,78.6,17,-2.6,81.2
IA-039,Clarke County,Iowa,82.3,24,-2.1,84.4
IA-041,Clay County,Iowa,80.4,27,-1.8,82.2
IA-043,Clayton County,Iowa,78.9,19,-2.5,81.3
IA-045,Clinton County,Iowa,80.5,19,-2,82.5
IA-047,Crawford County,Iowa,82.3,46,-0.8,83.1
IA-049,Dallas County,Iowa,82.2,21,-2.2,84.5
IA-051,Davis County,Iowa,82.8,30,-1.9,84.6
IA-053,Decatur County,Iowa,82.8,32,-1.6,84.4
IA-055,Delaware County,Iowa,78.7,19,-2.4,81.1
IA-057,Des Moines County,Iowa,82.4,27,-1.9,84.3
IA-059,Dickinson County,Iowa,79.8,26,-1.8,81.6
IA-061,Dubuque County,Iowa,78.8,19,-2.1,80.9
IA-063,Emmet County,Iowa,79.5,25,-1.9,81.4
IA-065,Fayette County,Iowa,78.9,22,-2.2,81.1
IA-067,Floyd County,Iowa,79.3,22,-2.2,81.5
IA-069,Franklin County,Iowa,79.6,29,-1.8,81.3
IA-071,Fremont County,Iowa,84.8,46,-1.3,86.1
IA-073,Greene County,Iowa,82.1,34,-1.4,83.5
IA-075,Grundy County,Iowa,80.2,29,-1.8,82
IA-077,Guthrie County,Iowa,82.1,30,-1.7,83.8
IA-079,Hamilton County,Iowa,80.6,26,-2,82.6
IA-081,Hancock County,Iowa,78.7,13,-2.9,81.6
IA-083,Hardin County,Iowa,80.1,27,-1.8,81.9
IA-085,Harrison County,Iowa,83.3,42,-1,84.3
IA-087,Henry County,Iowa,82.3,26,-2.1,84.4
IA-089,Howard County,Iowa,77.9,20,-2.3,80.2
IA-091,Humboldt County,Iowa,80.6,27,-2,82.7
IA-093,Ida County,Iowa,81.8,42,-1,82.8
IA-095,Iowa County,Iowa,80.9,22,-2.4,83.3
IA-097,Jackson County,Iowa,79.9,22,-1.8,81.7
IA-099,Jasper County,Iowa,81.5,21,-2.3,83.7
IA-101,Jefferson County,Iowa,82,22,-2.2,84.3
IA-103,Johnson County,Iowa,80.8,17,-2.7,83.5
IA-105,Jones County,Iowa,79.5,17,-2.5,82
IA-107,Keokuk County,Iowa,81.7,25,-1.9,83.6
IA-109,Kossuth County,Iowa,79.3,19,-2.5,81.8
IA-111,Lee County,Iowa,83.2,36,-1.7,84.9
IA-113,Linn County,Iowa,79.9,16,-2.7,82.6
IA-115,Louisa County,Iowa,82.1,25,-2,84
IA-117,Lucas County,Iowa,82.5,29,-1.8,84.3
IA-119,Lyon County,Iowa,81.8,43,-0.9,82.7
IA-121,Madison County,Iowa,82.4,23,-2.4,84.7
IA-123,Mahaska County,Iowa,81.9,24,-2.1,84
IA-125,Marion County,Iowa,82.6,30,-1.9,84.5
IA-127,Marshall County,Iowa,80.7,24,-2.3,82.9
IA-129,Mills County,Iowa,84,38,-1.4,85.3
IA-131,Mitchell County,Iowa,78.3,20,-2.2,80.5
IA-133,Monona County,Iowa,83.7,59,-0.2,83.9
IA-135,Monroe County,Iowa,82.2,22,-2.4,84.6
IA-137,Montgomery County,Iowa,83.2,33,-1.8,85
IA-139,Muscatine County,Iowa,81.4,21,-2.2,83.6
IA-141,O&#039;Brien County,Iowa,80.9,29,-1.6,82.6
IA-143,Osceola County,Iowa,80.6,32,-1.4,82
IA-145,Page County,Iowa,83.8,37,-1.7,85.5
IA-147,Palo Alto County,Iowa,80,24,-2,82
IA-149,Plymouth County,Iowa,82.4,43,-0.8,83.2
IA-151,Pocahontas County,Iowa,80.9,29,-1.7,82.6
IA-153,Polk County,Iowa,82.1,22,-2.3,84.4
IA-155,Pottawattamie County,Iowa,82.9,30,-1.7,84.7
IA-157,Poweshiek County,Iowa,80.7,21,-2.4,83.1
IA-159,Ringgold County,Iowa,82.7,30,-1.6,84.3
IA-161,Sac County,Iowa,81.7,42,-1.1,82.9
IA-163,Scott County,Iowa,81.3,32,-1.5,82.8
IA-165,Shelby County,Iowa,82.5,38,-1.3,83.8
IA-167,Sioux County,Iowa,82,37,-1.1,83.1
IA-169,Story County,Iowa,81.2,26,-2,83.2
IA-171,Tama County,Iowa,80.2,22,-2.3,82.6
IA-173,Taylor County,Iowa,82.9,33,-1.6,84.4
IA-175,Union County,Iowa,82.3,28,-1.9,84.3
IA-177,Van Buren County,Iowa,83,38,-1.7,84.7
IA-179,Wapello County,Iowa,82.3,24,-2.2,84.5
IA-181,Warren County,Iowa,82.5,21,-2.6,85.1
IA-183,Washington County,Iowa,81.4,23,-2.2,83.6
IA-185,Wayne County,Iowa,82.5,29,-1.8,84.3
IA-187,Webster County,Iowa,81.3,33,-1.7,83
IA-189,Winnebago County,Iowa,78.4,19,-2.5,80.9
IA-191,Winneshiek County,Iowa,78.3,20,-2.2,80.5
IA-193,Woodbury County,Iowa,82.8,47,-0.7,83.5
IA-195,Worth County,Iowa,78.2,16,-2.5,80.6
IA-197,Wright County,Iowa,79.9,24,-2.2,82.1
KS-001,Allen County,Kansas,88.9,84,0.4,88.5
KS-003,Anderson County,Kansas,89.1,97,1.1,87.9
KS-005,Atchison County,Kansas,87.3,86,0.7,86.7
KS-007,Barber County,Kansas,92.2,78,0.3,91.9
KS-009,Barton County,Kansas,90.9,88,1.1,89.8
KS-011,Bourbon County,Kansas,88.8,85,0.5,88.3
KS-013,Brown County,Kansas,87,88,0.8,86.2
KS-015,Butler County,Kansas,90.6,94,1.2,89.4
KS-017,Chase County,Kansas,90.4,107,1.9,88.6
KS-019,Chautauqua County,Kansas,90.3,77,0.2,90.1
KS-021,Cherokee County,Kansas,89,70,-0.2,89.1
KS-023,Cheyenne County,Kansas,91.3,123,3.9,87.4
KS-025,Clark County,Kansas,92.3,69,0.3,92
KS-027,Clay County,Kansas,91.1,110,2,89.1
KS-029,Cloud County,Kansas,91.6,117,2.8,88.8
KS-031,Coffey County,Kansas,89.2,90,1,88.1
KS-033,Comanche County,Kansas,91.4,54,-0.6,92
KS-035,Cowley County,Kansas,90.6,83,0.4,90.2
KS-037,Crawford County,Kansas,88.9,77,0.4,88.5
KS-039,Decatur County,Kansas,92.2,119,3.8,88.4
KS-041,Dickinson County,Kansas,91.8,110,2.4,89.5
KS-043,Doniphan County,Kansas,86.6,70,-0.1,86.6
KS-045,Douglas County,Kansas,89.1,100,1.7,87.4
KS-047,Edwards County,Kansas,91.1,82,0.9,90.3
KS-049,Elk County,Kansas,89.9,87,0.7,89.2
KS-051,Ellis County,Kansas,92.3,106,2.6,89.8
KS-053,Ellsworth County,Kansas,91.4,89,1.4,90
KS-055,Finney County,Kansas,92.1,100,2.2,89.9
KS-057,Ford County,Kansas,91.1,76,0.5,90.6
KS-059,Franklin County,Kansas,89.4,103,1.8,87.7
KS-061,Geary County,Kansas,91.2,114,2.4,88.8
KS-063,Gove County,Kansas,92,107,2.5,89.5
KS-065,Graham County,Kansas,91.8,104,2.5,89.3
KS-067,Grant County,Kansas,92.9,104,2,91
KS-069,Gray County,Kansas,91.5,90,1.4,90.1
KS-071,Greeley County,Kansas,91.3,121,3.4,87.9
KS-073,Greenwood County,Kansas,90.1,99,1.3,88.7
KS-075,Hamilton County,Kansas,91.7,103,2.1,89.6
KS-077,Harper County,Kansas,92.5,78,0.2,92.3
KS-079,Harvey County,Kansas,91.7,104,1.7,90
KS-081,Haskell County,Kansas,92.2,99,1.6,90.6
KS-083,Hodgeman County,Kansas,91.8,87,1.2,90.6
KS-085,Jackson County,Kansas,88.3,94,1.1,87.3
KS-087,Jefferson County,Kansas,88.2,93,1.1,87.1
KS-089,Jewell County,Kansas,91.7,118,3.2,88.5
KS-091,Johnson County,Kansas,87.7,90,0.9,86.8
KS-093,Kearny County,Kansas,92.4,114,2.7,89.7
KS-095,Kingman County,Kansas,91.9,89,0.8,91.1
KS-097,Kiowa County,Kansas,90.3,56,-0.6,90.9
KS-099,Labette County,Kansas,89.6,78,0,89.6
KS-101,Lane County,Kansas,91.6,97,1.9,89.7
KS-103,Leavenworth County,Kansas,87.5,82,0.6,87
KS-105,Lincoln County,Kansas,92.5,110,2.6,89.8
KS-107,Linn County,Kansas,89.1,95,1.2,87.8
KS-109,Logan County,Kansas,91.9,112,3.1,88.8
KS-111,Lyon County,Kansas,90.2,109,2.1,88.1
KS-113,McPherson County,Kansas,91.4,100,1.9,89.5
KS-115,Marion County,Kansas,90.9,102,1.9,89
KS-117,Marshall County,Kansas,88.7,88,0.9,87.8
KS-119,Meade County,Kansas,92.7,94,1.4,91.3
KS-121,Miami County,Kansas,88.5,96,1.3,87.2
KS-123,Mitchell County,Kansas,92.8,119,3.3,89.5
KS-125,Montgomery County,Kansas,89.9,63,-0.3,90.2
KS-127,Morris County,Kansas,90.4,111,2.3,88.1
KS-129,Morton County,Kansas,92.8,95,1.6,91.2
KS-131,Nemaha County,Kansas,87.5,86,0.6,86.9
KS-133,Neosho County,Kansas,89.4,82,0.3,89.1
KS-135,Ness County,Kansas,92.1,96,1.8,90.4
KS-137,Norton County,Kansas,91.6,113,3.1,88.5
KS-139,Osage County,Kansas,89.6,104,1.9,87.7
KS-141,Osborne County,Kansas,93.4,119,3.4,89.9
KS-143,Ottawa County,Kansas,92.6,117,3.4,89.3
KS-145,Pawnee County,Kansas,91.4,95,1.7,89.8
KS-147,Phillips County,Kansas,92,112,2.8,89.2
KS-149,Pottawatomie County,Kansas,89.5,98,1.3,88.2
KS-151,Pratt County,Kansas,90.7,84,0.5,90.2
KS-153,Rawlins County,Kansas,91.9,123,3.9,88
KS-155,Reno County,Kansas,92.1,97,1.5,90.6
KS-157,Republic County,Kansas,90.5,112,2.4,88
KS-159,Rice County,Kansas,91.2,92,1.2,90
KS-161,Riley County,Kansas,90.7,107,1.9,88.8
KS-163,Rooks County,Kansas,93,112,3.2,89.8
KS-165,Rush County,Kansas,91.7,98,1.8,89.9
