county_fips5,yr,index_nsa_pred
5009,2022,172.90488544491427
5009,2023,174.67891916160875
5009,2024,174.25485106008432
5009,2025,171.6967894153139
5011,2021,148.5965423495844
5011,2022,154.30789250076253
5011,2023,152.9248318186585
5011,2024,149.44005152030553
5011,2025,145.67846733302397
5015,2021,166.29579330733577
5015,2022,165.64214429119238
5015,2023,164.20483910236726
5015,2024,160.58803633991246
5015,2025,154.26361392339373
5017,2021,106.99336972241929
5017,2022,83.78870073969284
5017,2023,56.03791627238792
5017,2024,22.417566132724005
5017,2025,-23.201322105657766
5019,2021,228.23818408236286
5019,2022,229.35258936507302
5019,2023,228.00420860078452
5019,2024,224.88132369005731
5019,2025,220.05455650596502
5021,2021,5574430336.532474
5021,2022,6502613169.517369
5021,2023,5480949779.430642
5021,2024,5031284574.535623
5021,2025,5093548200.841435
5023,2021,234.829415894414
5023,2022,232.07707711015115
5023,2023,226.96427773654364
5023,2024,220.36621389165802
5023,2025,212.20813760487547
5025,2021,162.29801532527833
5025,2022,162.49317309388246
5025,2023,157.70592032224687
5025,2024,150.80099933600695
5025,2025,142.44002685482874
5027,2021,219.66294173755477
5027,2022,217.9013414322254
5027,2023,215.26797847087005
5027,2024,212.01085042207012
5027,2025,207.68120817390064
5029,2021,158.36360062613932
5029,2022,159.0341297447278
5029,2023,161.59317510431072
5029,2024,163.75473216139102
5029,2025,164.75381840757365
5031,2021,302.6590639114781
5031,2022,310.03520828043685
5031,2023,315.99989452070935
5031,2024,320.18245999771256
5031,2025,322.68768936725047
5033,2021,338.04499781698564
5033,2022,343.11722052326104
5033,2023,347.17243025976796
5033,2024,349.4103710930258
5033,2025,349.75678139618014
5035,2021,311.3269318559664
5035,2022,303.00622535714905
5035,2023,290.5412880243841
5035,2024,275.42482652843125
5035,2025,257.2369530672787
5037,2021,198.5745215047287
5037,2022,199.68650072973145
5037,2023,197.7157821306493
5037,2024,193.85411054787102
5037,2025,188.35308061668812
5041,2021,167.33290451335512
5041,2022,165.54924083714872
5041,2023,160.02261599197908
5041,2024,152.8987516374993
5041,2025,144.52894115265767
5043,2021,203.30292485305145
5043,2022,201.150559635214
5043,2023,197.58356072750428
5043,2024,192.76859341975523
5043,2025,186.5237642758797
5045,2021,330.3546516555933
5045,2022,338.5515275316683
5045,2023,345.1892376946335
5045,2024,350.34651333025994
5045,2025,354.10792058120876
5047,2021,158.4274049775652
5047,2022,159.34545428323966
5047,2023,158.21694571744246
5047,2024,154.93444021842225
5047,2025,149.5205113865638
5049,2021,143.19628551420854
5049,2022,149.04999877000694
5049,2023,154.250635077295
5049,2024,158.20338697159815
5049,2025,161.09516910889946
5051,2021,226.39520380521407
5051,2022,220.66075040568717
5051,2023,211.58190653533103
5051,2024,199.6720537511997
5051,2025,184.64904718076252
5053,2021,165.62412453819888
5053,2022,168.35072670215584
5053,2023,169.38744788758348
5053,2024,168.40990363205736
5053,2025,165.455363018731
5055,2021,212.37010315639185
5055,2022,214.16023994605462
5055,2023,214.67484399698628
5055,2024,213.48694625083127
5055,2025,210.51398445319475
5057,2021,169.19193985450215
5057,2022,174.3904375258321
5057,2023,175.63513396607954
5057,2024,175.280098923048
5057,2025,173.9824713668593
5059,2021,177.12789061228614
5059,2022,179.07212726944874
5059,2023,179.02984719589978
5059,2024,177.02113077861503
5059,2025,173.09496626879735
5061,2021,155.36125262409928
5061,2022,157.28826982684188
5061,2023,158.89306976385416
5061,2024,158.48761270782498
5061,2025,155.68566346244907
5063,2021,207.04841807747732
5063,2022,210.45257933667114
5063,2023,213.7447540634974
5063,2024,216.0072170176514
5063,2025,217.10895101505236
5065,2021,143.97216386177385
5065,2022,133.54520568500038
5065,2023,118.89595648673975
5065,2024,101.74845308558574
5065,2025,81.70196542591174
5067,2021,144.37432773921583
5067,2022,139.66550981978952
5067,2023,134.8024495030513
5067,2024,128.80751682957532
5067,2025,121.13422065335877
5069,2021,261.71324412739585
5069,2022,254.45767484572468
5069,2023,245.11200782202374
5069,2024,233.8569319571327
5069,2025,220.16704641968337
5071,2021,160.37716982555702
5071,2022,159.21660655801742
5071,2023,156.3075022525761
5071,2024,151.50122772909418
5071,2025,144.64176241807417
5075,2021,147.57412335516253
5075,2022,146.4431826759805
5075,2023,144.59750582014678
5075,2024,140.853885395731
